"","Silo3","Silo9"
"5334","CHOYP_1433G.2.2.m.63450.657","CHOYP_G6PD.2.2.m.46923.2.552"
"5335","CHOYP_FUT8.1.1.m.9231.455","CHOYP_G6PD.2.2.m.46923.1.493"
"5336","CHOYP_1433G.2.2.m.63450.658","CHOYP_FYN.1.1.m.44312.438"
"5337","CHOYP_FYN.1.1.m.44312.633","CHOYP_G6PD.2.2.m.46923.667"
"5338","CHOYP_G6PD.2.2.m.46923.2719","CHOYP_G6PD.2.2.m.46923.2.553"
"5339","CHOYP_AADAT.1.1.m.12672.489","CHOYP_G6PD.2.2.m.46923.3.2766"
"5340","CHOYP_1433G.2.2.m.63450.659","CHOYP_G6PD.2.2.m.46923.668"
"5341","CHOYP_ALF.3.3.m.66837.380","CHOYP_FYN.1.1.m.44312.439"
"5342","CHOYP_FYN.1.1.m.44312.634","CHOYP_G6PD.2.2.m.46923.3.2767"
"5343","CHOYP_G6PD.2.2.m.46923.2720","CHOYP_ALF.3.3.m.66837.420"
"5344","CHOYP_ALF.3.3.m.66837.381","CHOYP_G6PD.2.2.m.46923.669"
"5345","CHOYP_G6PD.2.2.m.46923.2721","CHOYP_G6PD.2.2.m.46923.670"
"5346","CHOYP_FYN.1.1.m.44312.635","CHOYP_ALF.3.3.m.66837.421"
"5347","CHOYP_G6PD.2.2.m.46923.2722","CHOYP_G6PD.2.2.m.46923.1.494"
"5348","CHOYP_AADAT.1.1.m.12672.490","CHOYP_G6PD.2.2.m.46923.671"
"5349","CHOYP_AADAT.1.1.m.12672.491","CHOYP_G6PD.2.2.m.46923.672"
"5350","CHOYP_AADAT.1.1.m.12672.492","CHOYP_G6PD.2.2.m.46923.1.495"
"5351","CHOYP_G6PD.2.2.m.46923.2723","CHOYP_FYN.1.1.m.44312.440"
"5352","CHOYP_1433G.2.2.m.63450.660","CHOYP_G6PD.2.2.m.46923.1.496"
"5353","CHOYP_AADAT.1.1.m.12672.493","CHOYP_G6PD.2.2.m.46923.673"
"5354","CHOYP_G6PD.2.2.m.46923.2724","CHOYP_ALF.3.3.m.66837.422"
"5355","CHOYP_ALF.3.3.m.66837.382","CHOYP_G6PD.2.2.m.46923.2.554"
"5356","CHOYP_ALF.3.3.m.66837.383","CHOYP_G6PD.2.2.m.46923.2.555"
"5357","CHOYP_1433G.2.2.m.63450.661","CHOYP_G6PD.2.2.m.46923.674"
"5358","CHOYP_1433G.2.2.m.63450.662","CHOYP_G6PD.2.2.m.46923.675"
"5359","CHOYP_G6PD.2.2.m.46923.2725","CHOYP_ALF.3.3.m.66837.423"
"5360","CHOYP_FYN.1.1.m.44312.636","CHOYP_ALF.3.3.m.66837.424"
"5361","CHOYP_AADAT.1.1.m.12672.494","CHOYP_G6PD.2.2.m.46923.676"
"5362","CHOYP_1433G.2.2.m.63450.663","CHOYP_G6PD.2.2.m.46923.677"
"5363","CHOYP_ALF.3.3.m.66837.384","CHOYP_G6PD.2.2.m.46923.678"
"5364","CHOYP_AADAT.1.1.m.12672.495","CHOYP_G6PD.2.2.m.46923.3.2768"
"5365","CHOYP_1433G.2.2.m.63450.664","CHOYP_G6PD.2.2.m.46923.679"
"5366","CHOYP_FUT8.1.1.m.9231.456","CHOYP_G6PD.2.2.m.46923.680"
"5367","CHOYP_1433G.2.2.m.63450.665","CHOYP_ALF.3.3.m.66837.425"
"5368","CHOYP_1433G.2.2.m.63450.666","CHOYP_G6PD.2.2.m.46923.1.497"
"5369","CHOYP_AADAT.1.1.m.12672.496","CHOYP_G6PD.2.2.m.46923.681"
"5370","CHOYP_1433G.2.2.m.63450.667","CHOYP_G6PD.2.2.m.46923.1.498"
"5371","CHOYP_1433G.2.2.m.63450.668","CHOYP_FYN.1.1.m.44312.441"
"5372","CHOYP_G6PD.2.2.m.46923.2726","CHOYP_G6PD.2.2.m.46923.3.2769"
"5373","CHOYP_1433G.2.2.m.63450.669","CHOYP_G6PD.2.2.m.46923.682"
"5374","CHOYP_AADAT.1.1.m.12672.497","CHOYP_G6PD.2.2.m.46923.683"
"5375","CHOYP_FUT8.1.1.m.9231.457","CHOYP_G6PD.2.2.m.46923.684"
"5376","CHOYP_FYN.1.1.m.44312.637","CHOYP_G6PD.2.2.m.46923.685"
"5377","CHOYP_ALF.3.3.m.66837.385","CHOYP_G6PD.2.2.m.46923.1.499"
"5378","CHOYP_G6PD.2.2.m.46923.2727","CHOYP_FYN.1.1.m.44312.442"
"5379","CHOYP_ALF.3.3.m.66837.386","CHOYP_G6PD.2.2.m.46923.686"
"5380","CHOYP_FYN.1.1.m.44312.638","CHOYP_ALF.3.3.m.66837.426"
"5381","CHOYP_ALF.3.3.m.66837.387","CHOYP_G6PD.2.2.m.46923.3.2770"
"5382","CHOYP_FYN.1.1.m.44312.639","CHOYP_ALF.3.3.m.66837.427"
"5383","CHOYP_AADAT.1.1.m.12672.498","CHOYP_G6PD.2.2.m.46923.1.500"
"5384","CHOYP_ALF.3.3.m.66837.388","CHOYP_G6PD.2.2.m.46923.1.501"
"5385","CHOYP_G6PD.2.2.m.46923.2728","CHOYP_ALF.3.3.m.66837.428"
"5386","CHOYP_AADAT.1.1.m.12672.499","CHOYP_G6PD.2.2.m.46923.2.556"
"5387","CHOYP_ALF.3.3.m.66837.389","CHOYP_G6PD.2.2.m.46923.687"
"5388","CHOYP_1433G.2.2.m.63450.670","CHOYP_G6PD.2.2.m.46923.1.502"
"5389","CHOYP_G6PD.2.2.m.46923.2729","CHOYP_G6PD.2.2.m.46923.3.2771"
"5390","CHOYP_1433G.2.2.m.63450.671","CHOYP_G6PD.2.2.m.46923.688"
"5391","CHOYP_FYN.1.1.m.44312.640","CHOYP_G6PD.2.2.m.46923.2.557"
"5392","CHOYP_1433G.2.2.m.63450.672","CHOYP_G6PD.2.2.m.46923.689"
"5393","CHOYP_AADAT.1.1.m.12672.500","CHOYP_G6PD.2.2.m.46923.1.503"
"5394","CHOYP_1433G.2.2.m.63450.673","CHOYP_G6PD.2.2.m.46923.3.2772"
"5395","CHOYP_G6PD.2.2.m.46923.2730","CHOYP_G6PD.2.2.m.46923.690"
"5396","CHOYP_ALF.3.3.m.66837.390","CHOYP_G6PD.2.2.m.46923.691"
"5397","CHOYP_FYN.1.1.m.44312.641","CHOYP_G6PD.2.2.m.46923.692"
"5398","CHOYP_ALF.3.3.m.66837.391","CHOYP_G6PD.2.2.m.46923.1.504"
"5399","CHOYP_1433G.2.2.m.63450.674","CHOYP_G6PD.2.2.m.46923.693"
"5400","CHOYP_1433G.2.2.m.63450.675","CHOYP_ALF.3.3.m.66837.429"
"5401","CHOYP_AADAT.1.1.m.12672.501","CHOYP_G6PD.2.2.m.46923.694"
"5402","CHOYP_FYN.1.1.m.44312.642","CHOYP_ALF.3.3.m.66837.430"
"5403","CHOYP_1433G.2.2.m.63450.676","CHOYP_G6PD.2.2.m.46923.695"
"5404","CHOYP_1433G.2.2.m.63450.677","CHOYP_ALF.3.3.m.66837.431"
"5405","CHOYP_1433G.2.2.m.63450.678","CHOYP_FYN.1.1.m.44312.443"
"5406","CHOYP_1433G.2.2.m.63450.679","CHOYP_G6PD.2.2.m.46923.696"
"5407","CHOYP_FYN.1.1.m.44312.643","CHOYP_G6PD.2.2.m.46923.1.505"
"5408","CHOYP_FYN.1.1.m.44312.644","CHOYP_G6PD.2.2.m.46923.3.2773"
"5409","CHOYP_G6PD.2.2.m.46923.2731","CHOYP_G6PD.2.2.m.46923.697"
"5410","CHOYP_G6PD.2.2.m.46923.2732","CHOYP_G6PD.2.2.m.46923.698"
"5411","CHOYP_ALF.3.3.m.66837.392","CHOYP_G6PD.2.2.m.46923.699"
"5412","CHOYP_AADAT.1.1.m.12672.502","CHOYP_FYN.1.1.m.44312.444"
"5413","CHOYP_ALF.3.3.m.66837.393","CHOYP_G6PD.2.2.m.46923.700"
"5414","CHOYP_AADAT.1.1.m.12672.503","CHOYP_G6PD.2.2.m.46923.701"
"5415","CHOYP_AADAT.1.1.m.12672.504","CHOYP_ALF.3.3.m.66837.432"
"5416","CHOYP_G6PD.2.2.m.46923.2733","CHOYP_G6PD.2.2.m.46923.3.2774"
"5417","CHOYP_FYN.1.1.m.44312.645","CHOYP_G6PD.2.2.m.46923.702"
"5418","CHOYP_1433G.2.2.m.63450.680","CHOYP_FYN.1.1.m.44312.445"
"5419","CHOYP_ALF.3.3.m.66837.394","CHOYP_G6PD.2.2.m.46923.1.506"
"5420","CHOYP_AADAT.1.1.m.12672.505","CHOYP_ALF.3.3.m.66837.433"
"5421","CHOYP_AADAT.1.1.m.12672.506","CHOYP_G6PD.2.2.m.46923.3.2775"
"5422","CHOYP_FYN.1.1.m.44312.646","CHOYP_G6PD.2.2.m.46923.1.507"
"5423","CHOYP_G6PD.2.2.m.46923.2734","CHOYP_ALF.3.3.m.66837.434"
"5424","CHOYP_AADAT.1.1.m.12672.507","CHOYP_G6PD.2.2.m.46923.1.508"
"5425","CHOYP_G6PD.2.2.m.46923.2735","CHOYP_ALF.3.3.m.66837.435"
"5426","CHOYP_ALF.3.3.m.66837.395","CHOYP_G6PD.2.2.m.46923.3.2776"
"5427","CHOYP_1433G.2.2.m.63450.681","CHOYP_G6PD.2.2.m.46923.703"
"5428","CHOYP_1433G.2.2.m.63450.682","CHOYP_G6PD.2.2.m.46923.704"
"5429","CHOYP_AADAT.1.1.m.12672.508","CHOYP_G6PD.2.2.m.46923.705"
"5430","CHOYP_FUT8.1.1.m.9231.458","CHOYP_ALF.3.3.m.66837.436"
"5431","CHOYP_FUT8.1.1.m.9231.459","CHOYP_G6PD.2.2.m.46923.706"
"5432","CHOYP_AADAT.1.1.m.12672.509","CHOYP_ALF.3.3.m.66837.437"
"5433","CHOYP_1433G.2.2.m.63450.683","CHOYP_G6PD.2.2.m.46923.3.2777"
"5434","CHOYP_1433G.2.2.m.63450.684","CHOYP_G6PD.2.2.m.46923.1.509"
"5435","CHOYP_G6PD.2.2.m.46923.2736","CHOYP_G6PD.2.2.m.46923.1.510"
"5436","CHOYP_1433G.2.2.m.63450.685","CHOYP_G6PD.2.2.m.46923.707"
"5437","CHOYP_AADAT.1.1.m.12672.510","CHOYP_G6PD.2.2.m.46923.2.558"
"5438","CHOYP_FYN.1.1.m.44312.647","CHOYP_G6PD.2.2.m.46923.3.2778"
"5439","CHOYP_G6PD.2.2.m.46923.2737","CHOYP_G6PD.2.2.m.46923.708"
"5440","CHOYP_ALF.3.3.m.66837.396","CHOYP_G6PD.2.2.m.46923.709"
"5441","CHOYP_ALF.3.3.m.66837.397","CHOYP_ALF.3.3.m.66837.438"
"5442","CHOYP_ALF.3.3.m.66837.398","CHOYP_G6PD.2.2.m.46923.3.2779"
"5443","CHOYP_FUT8.1.1.m.9231.460","CHOYP_G6PD.2.2.m.46923.710"
"5444","CHOYP_1433G.2.2.m.63450.686","CHOYP_G6PD.2.2.m.46923.711"
"5445","CHOYP_1433G.2.2.m.63450.687","CHOYP_G6PD.2.2.m.46923.2.559"
"5446","CHOYP_ALF.3.3.m.66837.399","CHOYP_G6PD.2.2.m.46923.712"
"5447","CHOYP_G6PD.2.2.m.46923.2738","CHOYP_G6PD.2.2.m.46923.713"
"5448","CHOYP_1433G.2.2.m.63450.688","CHOYP_G6PD.2.2.m.46923.3.2780"
"5449","CHOYP_AADAT.1.1.m.12672.511","CHOYP_G6PD.2.2.m.46923.3.2781"
"5450","CHOYP_1433G.2.2.m.63450.689","CHOYP_G6PD.2.2.m.46923.714"
"5451","CHOYP_1433G.2.2.m.63450.690","CHOYP_G6PD.2.2.m.46923.1.511"
"5452","CHOYP_1433G.2.2.m.63450.691","CHOYP_G6PD.2.2.m.46923.1.512"
"5453","CHOYP_1433G.2.2.m.63450.692","CHOYP_G6PD.2.2.m.46923.3.2782"
"5454","CHOYP_1433G.2.2.m.63450.693","CHOYP_G6PD.2.2.m.46923.715"
"5455","CHOYP_1433G.2.2.m.63450.694","CHOYP_G6PD.2.2.m.46923.1.513"
"5456","CHOYP_1433G.2.2.m.63450.695","CHOYP_G6PD.2.2.m.46923.716"
"5457","CHOYP_G6PD.2.2.m.46923.2739","CHOYP_G6PD.2.2.m.46923.717"
"5458","CHOYP_1433G.2.2.m.63450.696","CHOYP_G6PD.2.2.m.46923.718"
"5459","CHOYP_AADAT.1.1.m.12672.512","CHOYP_G6PD.2.2.m.46923.3.2783"
"5460","CHOYP_1433G.2.2.m.63450.697","CHOYP_G6PD.2.2.m.46923.2.560"
"5461","CHOYP_AADAT.1.1.m.12672.513","CHOYP_FYN.1.1.m.44312.446"
"5462","CHOYP_1433G.2.2.m.63450.698","CHOYP_G6PD.2.2.m.46923.3.2784"
"5463","CHOYP_1433G.2.2.m.63450.699","CHOYP_G6PD.2.2.m.46923.1.514"
"5464","CHOYP_AADAT.1.1.m.12672.514","CHOYP_G6PD.2.2.m.46923.1.515"
"5465","CHOYP_G6PD.2.2.m.46923.2740","CHOYP_G6PD.2.2.m.46923.719"
"5466","CHOYP_1433G.2.2.m.63450.700","CHOYP_G6PD.2.2.m.46923.1.516"
"5467","CHOYP_ALF.3.3.m.66837.400","CHOYP_G6PD.2.2.m.46923.720"
"5468","CHOYP_1433G.2.2.m.63450.701","CHOYP_G6PD.2.2.m.46923.721"
"5469","CHOYP_AADAT.1.1.m.12672.515","CHOYP_G6PD.2.2.m.46923.722"
"5470","CHOYP_1433G.2.2.m.63450.702","CHOYP_G6PD.2.2.m.46923.723"
"5471","CHOYP_ALF.3.3.m.66837.401","CHOYP_G6PD.2.2.m.46923.3.2785"
"5472","CHOYP_FUT8.1.1.m.9231.461","CHOYP_G6PD.2.2.m.46923.724"
"5473","CHOYP_FUT8.1.1.m.9231.462","CHOYP_G6PD.2.2.m.46923.725"
"5474","CHOYP_FYN.1.1.m.44312.648","CHOYP_G6PD.2.2.m.46923.726"
"5475","CHOYP_G6PD.2.2.m.46923.2741","CHOYP_G6PD.2.2.m.46923.727"
"5476","CHOYP_ALF.3.3.m.66837.402","CHOYP_G6PD.2.2.m.46923.1.517"
"5477","CHOYP_G6PD.2.2.m.46923.2742","CHOYP_G6PD.2.2.m.46923.1.518"
"5478","CHOYP_AADAT.1.1.m.12672.516","CHOYP_G6PD.2.2.m.46923.2.561"
"5479","CHOYP_1433G.2.2.m.63450.703","CHOYP_FYN.1.1.m.44312.447"
"5480","CHOYP_FUT8.1.1.m.9231.463","CHOYP_G6PD.2.2.m.46923.1.519"
"5481","CHOYP_ALF.3.3.m.66837.403","CHOYP_G6PD.2.2.m.46923.728"
"5482","CHOYP_FYN.1.1.m.44312.649","CHOYP_G6PD.2.2.m.46923.3.2786"
"5483","CHOYP_1433G.2.2.m.63450.704","CHOYP_G6PD.2.2.m.46923.3.2787"
"5484","CHOYP_ALF.3.3.m.66837.404","CHOYP_G6PD.2.2.m.46923.1.520"
"5485","CHOYP_1433G.2.2.m.63450.705","CHOYP_G6PD.2.2.m.46923.729"
"5486","CHOYP_1433G.2.2.m.63450.706","CHOYP_G6PD.2.2.m.46923.730"
"5487","CHOYP_1433G.2.2.m.63450.707","CHOYP_ALF.3.3.m.66837.439"
"5488","CHOYP_FUT8.1.1.m.9231.464","CHOYP_G6PD.2.2.m.46923.3.2788"
"5489","CHOYP_1433G.2.2.m.63450.708","CHOYP_ALF.3.3.m.66837.440"
"5490","CHOYP_1433G.2.2.m.63450.709","CHOYP_G6PD.2.2.m.46923.731"
"5491","CHOYP_G6PD.2.2.m.46923.2743","CHOYP_G6PD.2.2.m.46923.1.521"
"5492","CHOYP_1433G.2.2.m.63450.710","CHOYP_G6PD.2.2.m.46923.1.522"
"5493","CHOYP_ALF.3.3.m.66837.405","CHOYP_G6PD.2.2.m.46923.1.523"
"5494","CHOYP_ALF.3.3.m.66837.406","CHOYP_G6PD.2.2.m.46923.3.2789"
"5495","CHOYP_AADAT.1.1.m.12672.517","CHOYP_G6PD.2.2.m.46923.1.524"
"5496","CHOYP_ALF.3.3.m.66837.407","CHOYP_G6PD.2.2.m.46923.732"
"5497","CHOYP_1433G.2.2.m.63450.711","CHOYP_ALF.3.3.m.66837.441"
"5498","CHOYP_G6PD.2.2.m.46923.2744","CHOYP_G6PD.2.2.m.46923.1.525"
"5499","CHOYP_1433G.2.2.m.63450.712","CHOYP_ALF.3.3.m.66837.442"
"5500","CHOYP_1433G.2.2.m.63450.713","CHOYP_G6PD.2.2.m.46923.1.526"
"5501","CHOYP_ALF.3.3.m.66837.408","CHOYP_G6PD.2.2.m.46923.1.527"
"5502","CHOYP_AADAT.1.1.m.12672.518","CHOYP_G6PD.2.2.m.46923.3.2790"
"5503","CHOYP_AADAT.1.1.m.12672.519","CHOYP_G6PD.2.2.m.46923.1.528"
"5504","CHOYP_G6PD.2.2.m.46923.2745","CHOYP_G6PD.2.2.m.46923.2.562"
"5505","CHOYP_1433G.2.2.m.63450.714","CHOYP_G6PD.2.2.m.46923.1.529"
"5506","CHOYP_1433G.2.2.m.63450.715","CHOYP_G6PD.2.2.m.46923.2.563"
"5507","CHOYP_AADAT.1.1.m.12672.520","CHOYP_G6PD.2.2.m.46923.1.530"
"5508","CHOYP_AADAT.1.1.m.12672.521","CHOYP_G6PD.2.2.m.46923.3.2791"
"5509","CHOYP_G6PD.2.2.m.46923.2746","CHOYP_G6PD.2.2.m.46923.733"
"5510","CHOYP_1433G.2.2.m.63450.716","CHOYP_G6PD.2.2.m.46923.2.564"
"5511","CHOYP_1433G.2.2.m.63450.717","CHOYP_G6PD.2.2.m.46923.734"
"5512","CHOYP_AADAT.1.1.m.12672.522","CHOYP_G6PD.2.2.m.46923.735"
"5513","CHOYP_FUT8.1.1.m.9231.465","CHOYP_G6PD.2.2.m.46923.1.531"
"5514","CHOYP_AADAT.1.1.m.12672.523","CHOYP_G6PD.2.2.m.46923.736"
"5515","CHOYP_FYN.1.1.m.44312.650","CHOYP_ALF.3.3.m.66837.443"
"5516","CHOYP_1433G.2.2.m.63450.718","CHOYP_G6PD.2.2.m.46923.2.565"
"5517","CHOYP_AADAT.1.1.m.12672.524","CHOYP_G6PD.2.2.m.46923.737"
"5518","CHOYP_FYN.1.1.m.44312.651","CHOYP_G6PD.2.2.m.46923.738"
"5519","CHOYP_G6PD.2.2.m.46923.2747","CHOYP_G6PD.2.2.m.46923.739"
"5520","CHOYP_ALF.3.3.m.66837.409","CHOYP_G6PD.2.2.m.46923.1.532"
"5521","CHOYP_ALF.3.3.m.66837.410","CHOYP_G6PD.2.2.m.46923.740"
"5522","CHOYP_AADAT.1.1.m.12672.525","CHOYP_ALF.3.3.m.66837.444"
"5523","CHOYP_FYN.1.1.m.44312.652","CHOYP_G6PD.2.2.m.46923.1.533"
"5524","CHOYP_1433G.2.2.m.63450.719","CHOYP_G6PD.2.2.m.46923.3.2792"
"5525","CHOYP_1433G.2.2.m.63450.720","CHOYP_ALF.3.3.m.66837.445"
"5526","CHOYP_FUT8.1.1.m.9231.466","CHOYP_G6PD.2.2.m.46923.741"
"5527","CHOYP_1433G.2.2.m.63450.721","CHOYP_G6PD.2.2.m.46923.742"
"5528","CHOYP_1433G.2.2.m.63450.722","CHOYP_G6PD.2.2.m.46923.743"
"5529","CHOYP_FYN.1.1.m.44312.653","CHOYP_G6PD.2.2.m.46923.3.2793"
"5530","CHOYP_G6PD.2.2.m.46923.2748","CHOYP_G6PD.2.2.m.46923.3.2794"
"5531","CHOYP_1433G.2.2.m.63450.723","CHOYP_G6PD.2.2.m.46923.744"
"5532","CHOYP_1433G.2.2.m.63450.724","CHOYP_G6PD.2.2.m.46923.745"
"5533","CHOYP_FUT8.1.1.m.9231.467","CHOYP_G6PD.2.2.m.46923.746"
"5534","CHOYP_ALF.3.3.m.66837.411","CHOYP_G6PD.2.2.m.46923.747"
"5535","CHOYP_G6PD.2.2.m.46923.2749","CHOYP_ALF.3.3.m.66837.446"
"5536","CHOYP_ALF.3.3.m.66837.412","CHOYP_G6PD.2.2.m.46923.748"
"5537","CHOYP_1433G.2.2.m.63450.725","CHOYP_G6PD.2.2.m.46923.1.534"
"5538","CHOYP_1433G.2.2.m.63450.726","CHOYP_G6PD.2.2.m.46923.749"
"5539","CHOYP_1433G.2.2.m.63450.727","CHOYP_G6PD.2.2.m.46923.750"
"5540","CHOYP_1433G.2.2.m.63450.728","CHOYP_G6PD.2.2.m.46923.3.2795"
"5541","CHOYP_1433G.2.2.m.63450.729","CHOYP_G6PD.2.2.m.46923.751"
"5542","CHOYP_AADAT.1.1.m.12672.526","CHOYP_G6PD.2.2.m.46923.1.535"
"5543","CHOYP_G6PD.2.2.m.46923.2750","CHOYP_G6PD.2.2.m.46923.752"
"5544","CHOYP_G6PD.2.2.m.46923.2751","CHOYP_ALF.3.3.m.66837.447"
"5545","CHOYP_FUT8.1.1.m.9231.468","CHOYP_G6PD.2.2.m.46923.1.536"
"5546","CHOYP_1433G.2.2.m.63450.730","CHOYP_ALF.3.3.m.66837.448"
"5547","CHOYP_G6PD.2.2.m.46923.2752","CHOYP_G6PD.2.2.m.46923.753"
"5548","CHOYP_AADAT.1.1.m.12672.527","CHOYP_G6PD.2.2.m.46923.754"
"5549","CHOYP_1433G.2.2.m.63450.731","CHOYP_G6PD.2.2.m.46923.755"
"5550","CHOYP_1433G.2.2.m.63450.732","CHOYP_G6PD.2.2.m.46923.1.537"
"5551","CHOYP_1433G.2.2.m.63450.733","CHOYP_FYN.1.1.m.44312.448"
"5552","CHOYP_1433G.2.2.m.63450.734","CHOYP_G6PD.2.2.m.46923.756"
"5553","CHOYP_1433G.2.2.m.63450.735","CHOYP_G6PD.2.2.m.46923.2.566"
"5554","CHOYP_1433G.2.2.m.63450.736","CHOYP_ALF.3.3.m.66837.449"
"5555","CHOYP_1433G.2.2.m.63450.737","CHOYP_G6PD.2.2.m.46923.1.538"
"5556","CHOYP_AADAT.1.1.m.12672.528","CHOYP_G6PD.2.2.m.46923.757"
"5557","CHOYP_1433G.2.2.m.63450.738","CHOYP_ALF.3.3.m.66837.450"
"5558","CHOYP_1433G.2.2.m.63450.739","CHOYP_G6PD.2.2.m.46923.1.539"
"5559","CHOYP_G6PD.2.2.m.46923.2753","CHOYP_G6PD.2.2.m.46923.758"
"5560","CHOYP_AADAT.1.1.m.12672.529","CHOYP_G6PD.2.2.m.46923.3.2796"
"5561","CHOYP_1433G.2.2.m.63450.740","CHOYP_G6PD.2.2.m.46923.759"
"5562","CHOYP_ALF.3.3.m.66837.413","CHOYP_G6PD.2.2.m.46923.760"
"5563","CHOYP_1433G.2.2.m.63450.741","CHOYP_G6PD.2.2.m.46923.761"
"5564","CHOYP_ALF.3.3.m.66837.414","CHOYP_G6PD.2.2.m.46923.3.2797"
"5565","CHOYP_1433G.2.2.m.63450.742","CHOYP_ALF.3.3.m.66837.451"
"5566","CHOYP_AADAT.1.1.m.12672.530","CHOYP_G6PD.2.2.m.46923.762"
"5567","CHOYP_ALF.3.3.m.66837.415","CHOYP_G6PD.2.2.m.46923.763"
"5568","CHOYP_AADAT.1.1.m.12672.531","CHOYP_G6PD.2.2.m.46923.764"
"5569","CHOYP_1433G.2.2.m.63450.743","CHOYP_G6PD.2.2.m.46923.3.2798"
"5570","CHOYP_1433G.2.2.m.63450.744","CHOYP_G6PD.2.2.m.46923.765"
"5571","CHOYP_ALF.3.3.m.66837.416","CHOYP_G6PD.2.2.m.46923.1.540"
"5572","CHOYP_1433G.2.2.m.63450.745","CHOYP_G6PD.2.2.m.46923.1.541"
"5573","CHOYP_1433G.2.2.m.63450.746","CHOYP_G6PD.2.2.m.46923.766"
"5574","CHOYP_AADAT.1.1.m.12672.532","CHOYP_FYN.1.1.m.44312.449"
"5575","CHOYP_1433G.2.2.m.63450.747","CHOYP_G6PD.2.2.m.46923.1.542"
"5576","CHOYP_AADAT.1.1.m.12672.533","CHOYP_G6PD.2.2.m.46923.767"
"5577","CHOYP_G6PD.2.2.m.46923.2754","CHOYP_G6PD.2.2.m.46923.768"
"5578","CHOYP_1433G.2.2.m.63450.748","CHOYP_G6PD.2.2.m.46923.1.543"
"5579","CHOYP_G6PD.2.2.m.46923.2755","CHOYP_G6PD.2.2.m.46923.769"
"5580","CHOYP_AADAT.1.1.m.12672.534","CHOYP_G6PD.2.2.m.46923.770"
"5581","CHOYP_AADAT.1.1.m.12672.535","CHOYP_G6PD.2.2.m.46923.3.2799"
"5582","CHOYP_1433G.2.2.m.63450.749","CHOYP_G6PD.2.2.m.46923.3.2800"
"5583","CHOYP_1433G.2.2.m.63450.750","CHOYP_G6PD.2.2.m.46923.771"
"5584","CHOYP_1433G.2.2.m.63450.751","CHOYP_G6PD.2.2.m.46923.772"
"5585","CHOYP_G6PD.2.2.m.46923.2756","CHOYP_G6PD.2.2.m.46923.1.544"
"5586","CHOYP_1433G.2.2.m.63450.752","CHOYP_G6PD.2.2.m.46923.3.2801"
"5587","CHOYP_ALF.3.3.m.66837.417","CHOYP_FYN.1.1.m.44312.450"
"5588","CHOYP_1433G.2.2.m.63450.753","CHOYP_G6PD.2.2.m.46923.1.545"
"5589","CHOYP_AADAT.1.1.m.12672.536","CHOYP_FYN.1.1.m.44312.451"
"5590","CHOYP_G6PD.2.2.m.46923.2757","CHOYP_G6PD.2.2.m.46923.1.546"
"5591","CHOYP_AADAT.1.1.m.12672.537","CHOYP_G6PD.2.2.m.46923.1.547"
"5592","CHOYP_1433G.2.2.m.63450.754","CHOYP_G6PD.2.2.m.46923.1.548"
"5593","CHOYP_FUT8.1.1.m.9231.469","CHOYP_G6PD.2.2.m.46923.3.2802"
"5594","CHOYP_AADAT.1.1.m.12672.538","CHOYP_FYN.1.1.m.44312.452"
"5595","CHOYP_1433G.2.2.m.63450.755","CHOYP_FYN.1.1.m.44312.453"
"5596","CHOYP_G6PD.2.2.m.46923.2758","CHOYP_G6PD.2.2.m.46923.1.549"
"5597","CHOYP_G6PD.2.2.m.46923.2759","CHOYP_G6PD.2.2.m.46923.2.567"
"5598","CHOYP_G6PD.2.2.m.46923.2760","CHOYP_G6PD.2.2.m.46923.773"
"5599","CHOYP_1433G.2.2.m.63450.756","CHOYP_G6PD.2.2.m.46923.3.2803"
"5600","CHOYP_G6PD.2.2.m.46923.2761","CHOYP_G6PD.2.2.m.46923.3.2804"
"5601","CHOYP_FYN.1.1.m.44312.654","CHOYP_G6PD.2.2.m.46923.1.550"
"5602","CHOYP_1433G.2.2.m.63450.757","CHOYP_G6PD.2.2.m.46923.2.568"
"5603","CHOYP_FUT8.1.1.m.9231.470","CHOYP_ALF.3.3.m.66837.452"
"5604","CHOYP_G6PD.2.2.m.46923.2762","CHOYP_G6PD.2.2.m.46923.774"
"5605","CHOYP_1433G.2.2.m.63450.758","CHOYP_G6PD.2.2.m.46923.3.2805"
"5606","CHOYP_1433G.2.2.m.63450.759","CHOYP_G6PD.2.2.m.46923.1.551"
"5607","CHOYP_AADAT.1.1.m.12672.539","CHOYP_G6PD.2.2.m.46923.1.552"
"5608","CHOYP_AADAT.1.1.m.12672.540","CHOYP_ALF.3.3.m.66837.453"
"5609","CHOYP_1433G.2.2.m.63450.760","CHOYP_G6PD.2.2.m.46923.1.553"
"5610","CHOYP_AADAT.1.1.m.12672.541","CHOYP_FYN.1.1.m.44312.454"
"5611","CHOYP_AADAT.1.1.m.12672.542","CHOYP_G6PD.2.2.m.46923.775"
"5612","CHOYP_1433G.2.2.m.63450.761","CHOYP_G6PD.2.2.m.46923.1.554"
"5613","CHOYP_ALF.3.3.m.66837.418","CHOYP_G6PD.2.2.m.46923.1.555"
"5614","CHOYP_G6PD.2.2.m.46923.2763","CHOYP_G6PD.2.2.m.46923.776"
"5615","CHOYP_AADAT.1.1.m.12672.543","CHOYP_FYN.1.1.m.44312.455"
"5616","CHOYP_FYN.1.1.m.44312.655","CHOYP_G6PD.2.2.m.46923.777"
