"","Silo3","Silo9"
"5052","CHOYP_G6PD.2.2.m.46923.2672","CHOYP_G6PD.2.2.m.46923.3.2718"
"5053","CHOYP_1433G.2.2.m.63450.554","CHOYP_G6PD.2.2.m.46923.3.2719"
"5054","CHOYP_1433G.2.2.m.63450.555","CHOYP_ALF.3.3.m.66837.388"
"5055","CHOYP_1433G.2.2.m.63450.556","CHOYP_FYN.1.1.m.44312.415"
"5056","CHOYP_1433G.2.2.m.63450.557","CHOYP_G6PD.2.2.m.46923.575"
"5057","CHOYP_G6PD.2.2.m.46923.2673","CHOYP_G6PD.2.2.m.46923.576"
"5058","CHOYP_1433G.2.2.m.63450.558","CHOYP_G6PD.2.2.m.46923.2.527"
"5059","CHOYP_ALF.3.3.m.66837.342","CHOYP_G6PD.2.2.m.46923.577"
"5060","CHOYP_ALF.3.3.m.66837.343","CHOYP_G6PD.2.2.m.46923.2.528"
"5061","CHOYP_1433G.2.2.m.63450.559","CHOYP_G6PD.2.2.m.46923.578"
"5062","CHOYP_AADAT.1.1.m.12672.440","CHOYP_G6PD.2.2.m.46923.579"
"5063","CHOYP_ALF.3.3.m.66837.344","CHOYP_G6PD.2.2.m.46923.3.2720"
"5064","CHOYP_1433G.2.2.m.63450.560","CHOYP_G6PD.2.2.m.46923.1.431"
"5065","CHOYP_FUT8.1.1.m.9231.429","CHOYP_G6PD.2.2.m.46923.1.432"
"5066","CHOYP_1433G.2.2.m.63450.561","CHOYP_G6PD.2.2.m.46923.3.2721"
"5067","CHOYP_G6PD.2.2.m.46923.2674","CHOYP_G6PD.2.2.m.46923.1.433"
"5068","CHOYP_ALF.3.3.m.66837.345","CHOYP_ALF.3.3.m.66837.389"
"5069","CHOYP_1433G.2.2.m.63450.562","CHOYP_G6PD.2.2.m.46923.1.434"
"5070","CHOYP_G6PD.2.2.m.46923.2675","CHOYP_FYN.1.1.m.44312.416"
"5071","CHOYP_AADAT.1.1.m.12672.441","CHOYP_G6PD.2.2.m.46923.3.2722"
"5072","CHOYP_FYN.1.1.m.44312.614","CHOYP_G6PD.2.2.m.46923.1.435"
"5073","CHOYP_G6PD.2.2.m.46923.2676","CHOYP_G6PD.2.2.m.46923.2.529"
"5074","CHOYP_1433G.2.2.m.63450.563","CHOYP_G6PD.2.2.m.46923.580"
"5075","CHOYP_FUT8.1.1.m.9231.430","CHOYP_G6PD.2.2.m.46923.581"
"5076","CHOYP_ALF.3.3.m.66837.346","CHOYP_G6PD.2.2.m.46923.1.436"
"5077","CHOYP_1433G.2.2.m.63450.564","CHOYP_G6PD.2.2.m.46923.582"
"5078","CHOYP_AADAT.1.1.m.12672.442","CHOYP_G6PD.2.2.m.46923.3.2723"
"5079","CHOYP_1433G.2.2.m.63450.565","CHOYP_G6PD.2.2.m.46923.3.2724"
"5080","CHOYP_ALF.3.3.m.66837.347","CHOYP_G6PD.2.2.m.46923.583"
"5081","CHOYP_1433G.2.2.m.63450.566","CHOYP_G6PD.2.2.m.46923.1.437"
"5082","CHOYP_AADAT.1.1.m.12672.443","CHOYP_ALF.3.3.m.66837.390"
"5083","CHOYP_FUT8.1.1.m.9231.431","CHOYP_G6PD.2.2.m.46923.2.530"
"5084","CHOYP_G6PD.2.2.m.46923.2677","CHOYP_G6PD.2.2.m.46923.1.438"
"5085","CHOYP_FUT8.1.1.m.9231.432","CHOYP_G6PD.2.2.m.46923.3.2725"
"5086","CHOYP_1433G.2.2.m.63450.567","CHOYP_G6PD.2.2.m.46923.584"
"5087","CHOYP_1433G.2.2.m.63450.568","CHOYP_G6PD.2.2.m.46923.1.439"
"5088","CHOYP_ALF.3.3.m.66837.348","CHOYP_G6PD.2.2.m.46923.3.2726"
"5089","CHOYP_ALF.3.3.m.66837.349","CHOYP_G6PD.2.2.m.46923.585"
"5090","CHOYP_FYN.1.1.m.44312.615","CHOYP_G6PD.2.2.m.46923.586"
"5091","CHOYP_G6PD.2.2.m.46923.2678","CHOYP_FYN.1.1.m.44312.417"
"5092","CHOYP_G6PD.2.2.m.46923.2679","CHOYP_G6PD.2.2.m.46923.587"
"5093","CHOYP_1433G.2.2.m.63450.569","CHOYP_G6PD.2.2.m.46923.588"
"5094","CHOYP_1433G.2.2.m.63450.570","CHOYP_G6PD.2.2.m.46923.3.2727"
"5095","CHOYP_1433G.2.2.m.63450.571","CHOYP_G6PD.2.2.m.46923.589"
"5096","CHOYP_G6PD.2.2.m.46923.2680","CHOYP_G6PD.2.2.m.46923.1.440"
"5097","CHOYP_FYN.1.1.m.44312.616","CHOYP_G6PD.2.2.m.46923.590"
"5098","CHOYP_1433G.2.2.m.63450.572","CHOYP_G6PD.2.2.m.46923.1.441"
"5099","CHOYP_G6PD.2.2.m.46923.2681","CHOYP_G6PD.2.2.m.46923.3.2728"
"5100","CHOYP_1433G.2.2.m.63450.573","CHOYP_G6PD.2.2.m.46923.2.531"
"5101","CHOYP_G6PD.2.2.m.46923.2682","CHOYP_G6PD.2.2.m.46923.591"
"5102","CHOYP_G6PD.2.2.m.46923.2683","CHOYP_ALF.3.3.m.66837.391"
"5103","CHOYP_ALF.3.3.m.66837.350","CHOYP_G6PD.2.2.m.46923.3.2729"
"5104","CHOYP_1433G.2.2.m.63450.574","CHOYP_G6PD.2.2.m.46923.1.442"
"5105","CHOYP_G6PD.2.2.m.46923.2684","CHOYP_G6PD.2.2.m.46923.592"
"5106","CHOYP_G6PD.2.2.m.46923.2685","CHOYP_G6PD.2.2.m.46923.2.532"
"5107","CHOYP_1433G.2.2.m.63450.575","CHOYP_G6PD.2.2.m.46923.3.2730"
"5108","CHOYP_AADAT.1.1.m.12672.444","CHOYP_G6PD.2.2.m.46923.1.443"
"5109","CHOYP_G6PD.2.2.m.46923.2686","CHOYP_G6PD.2.2.m.46923.593"
"5110","CHOYP_ALF.3.3.m.66837.351","CHOYP_G6PD.2.2.m.46923.594"
"5111","CHOYP_AADAT.1.1.m.12672.445","CHOYP_G6PD.2.2.m.46923.2.533"
"5112","CHOYP_1433G.2.2.m.63450.576","CHOYP_G6PD.2.2.m.46923.595"
"5113","CHOYP_1433G.2.2.m.63450.577","CHOYP_FYN.1.1.m.44312.418"
"5114","CHOYP_AADAT.1.1.m.12672.446","CHOYP_G6PD.2.2.m.46923.3.2731"
"5115","CHOYP_G6PD.2.2.m.46923.2687","CHOYP_G6PD.2.2.m.46923.3.2732"
"5116","CHOYP_1433G.2.2.m.63450.578","CHOYP_G6PD.2.2.m.46923.3.2733"
"5117","CHOYP_FUT8.1.1.m.9231.433","CHOYP_G6PD.2.2.m.46923.3.2734"
"5118","CHOYP_1433G.2.2.m.63450.579","CHOYP_G6PD.2.2.m.46923.596"
"5119","CHOYP_1433G.2.2.m.63450.580","CHOYP_G6PD.2.2.m.46923.597"
"5120","CHOYP_1433G.2.2.m.63450.581","CHOYP_G6PD.2.2.m.46923.598"
"5121","CHOYP_1433G.2.2.m.63450.582","CHOYP_G6PD.2.2.m.46923.3.2735"
"5122","CHOYP_G6PD.2.2.m.46923.2688","CHOYP_G6PD.2.2.m.46923.3.2736"
"5123","CHOYP_AADAT.1.1.m.12672.447","CHOYP_G6PD.2.2.m.46923.599"
"5124","CHOYP_G6PD.2.2.m.46923.2689","CHOYP_G6PD.2.2.m.46923.600"
"5125","CHOYP_1433G.2.2.m.63450.583","CHOYP_G6PD.2.2.m.46923.601"
"5126","CHOYP_G6PD.2.2.m.46923.2690","CHOYP_G6PD.2.2.m.46923.602"
"5127","CHOYP_1433G.2.2.m.63450.584","CHOYP_G6PD.2.2.m.46923.2.534"
"5128","CHOYP_1433G.2.2.m.63450.585","CHOYP_G6PD.2.2.m.46923.603"
"5129","CHOYP_AADAT.1.1.m.12672.448","CHOYP_G6PD.2.2.m.46923.1.444"
"5130","CHOYP_AADAT.1.1.m.12672.449","CHOYP_G6PD.2.2.m.46923.3.2737"
"5131","CHOYP_AADAT.1.1.m.12672.450","CHOYP_G6PD.2.2.m.46923.1.445"
"5132","CHOYP_ALF.3.3.m.66837.352","CHOYP_G6PD.2.2.m.46923.1.446"
"5133","CHOYP_AADAT.1.1.m.12672.451","CHOYP_G6PD.2.2.m.46923.604"
"5134","CHOYP_FYN.1.1.m.44312.617","CHOYP_G6PD.2.2.m.46923.605"
"5135","CHOYP_FUT8.1.1.m.9231.434","CHOYP_G6PD.2.2.m.46923.1.447"
"5136","CHOYP_ALF.3.3.m.66837.353","CHOYP_G6PD.2.2.m.46923.3.2738"
"5137","CHOYP_1433G.2.2.m.63450.586","CHOYP_G6PD.2.2.m.46923.2.535"
"5138","CHOYP_AADAT.1.1.m.12672.452","CHOYP_G6PD.2.2.m.46923.1.448"
"5139","CHOYP_ALF.3.3.m.66837.354","CHOYP_ALF.3.3.m.66837.392"
"5140","CHOYP_1433G.2.2.m.63450.587","CHOYP_G6PD.2.2.m.46923.606"
"5141","CHOYP_1433G.2.2.m.63450.588","CHOYP_G6PD.2.2.m.46923.1.449"
"5142","CHOYP_AADAT.1.1.m.12672.453","CHOYP_G6PD.2.2.m.46923.607"
"5143","CHOYP_AADAT.1.1.m.12672.454","CHOYP_G6PD.2.2.m.46923.3.2739"
"5144","CHOYP_1433G.2.2.m.63450.589","CHOYP_G6PD.2.2.m.46923.1.450"
"5145","CHOYP_G6PD.2.2.m.46923.2691","CHOYP_G6PD.2.2.m.46923.608"
"5146","CHOYP_G6PD.2.2.m.46923.2692","CHOYP_G6PD.2.2.m.46923.2.536"
"5147","CHOYP_FYN.1.1.m.44312.618","CHOYP_G6PD.2.2.m.46923.609"
"5148","CHOYP_ALF.3.3.m.66837.355","CHOYP_G6PD.2.2.m.46923.610"
"5149","CHOYP_FUT8.1.1.m.9231.435","CHOYP_G6PD.2.2.m.46923.3.2740"
"5150","CHOYP_FUT8.1.1.m.9231.436","CHOYP_G6PD.2.2.m.46923.3.2741"
"5151","CHOYP_ALF.3.3.m.66837.356","CHOYP_G6PD.2.2.m.46923.611"
"5152","CHOYP_AADAT.1.1.m.12672.455","CHOYP_ALF.3.3.m.66837.393"
"5153","CHOYP_G6PD.2.2.m.46923.2693","CHOYP_FYN.1.1.m.44312.419"
"5154","CHOYP_1433G.2.2.m.63450.590","CHOYP_G6PD.2.2.m.46923.2.537"
"5155","CHOYP_ALF.3.3.m.66837.357","CHOYP_G6PD.2.2.m.46923.612"
"5156","CHOYP_1433G.2.2.m.63450.591","CHOYP_ALF.3.3.m.66837.394"
"5157","CHOYP_1433G.2.2.m.63450.592","CHOYP_G6PD.2.2.m.46923.2.538"
"5158","CHOYP_1433G.2.2.m.63450.593","CHOYP_G6PD.2.2.m.46923.1.451"
"5159","CHOYP_G6PD.2.2.m.46923.2694","CHOYP_FYN.1.1.m.44312.420"
"5160","CHOYP_1433G.2.2.m.63450.594","CHOYP_G6PD.2.2.m.46923.1.452"
"5161","CHOYP_AADAT.1.1.m.12672.456","CHOYP_G6PD.2.2.m.46923.613"
"5162","CHOYP_1433G.2.2.m.63450.595","CHOYP_G6PD.2.2.m.46923.614"
"5163","CHOYP_AADAT.1.1.m.12672.457","CHOYP_FYN.1.1.m.44312.421"
"5164","CHOYP_ALF.3.3.m.66837.358","CHOYP_G6PD.2.2.m.46923.1.453"
"5165","CHOYP_1433G.2.2.m.63450.596","CHOYP_G6PD.2.2.m.46923.615"
"5166","CHOYP_G6PD.2.2.m.46923.2695","CHOYP_G6PD.2.2.m.46923.616"
"5167","CHOYP_FUT8.1.1.m.9231.437","CHOYP_G6PD.2.2.m.46923.1.454"
"5168","CHOYP_FUT8.1.1.m.9231.438","CHOYP_G6PD.2.2.m.46923.617"
"5169","CHOYP_1433G.2.2.m.63450.597","CHOYP_G6PD.2.2.m.46923.1.455"
"5170","CHOYP_1433G.2.2.m.63450.598","CHOYP_G6PD.2.2.m.46923.1.456"
"5171","CHOYP_ALF.3.3.m.66837.359","CHOYP_G6PD.2.2.m.46923.618"
"5172","CHOYP_1433G.2.2.m.63450.599","CHOYP_G6PD.2.2.m.46923.3.2742"
"5173","CHOYP_1433G.2.2.m.63450.600","CHOYP_G6PD.2.2.m.46923.619"
"5174","CHOYP_G6PD.2.2.m.46923.2696","CHOYP_ALF.3.3.m.66837.395"
"5175","CHOYP_G6PD.2.2.m.46923.2697","CHOYP_G6PD.2.2.m.46923.1.457"
"5176","CHOYP_1433G.2.2.m.63450.601","CHOYP_ALF.3.3.m.66837.396"
"5177","CHOYP_AADAT.1.1.m.12672.458","CHOYP_G6PD.2.2.m.46923.2.539"
"5178","CHOYP_FUT8.1.1.m.9231.439","CHOYP_FYN.1.1.m.44312.422"
"5179","CHOYP_ALF.3.3.m.66837.360","CHOYP_G6PD.2.2.m.46923.620"
"5180","CHOYP_G6PD.2.2.m.46923.2698","CHOYP_G6PD.2.2.m.46923.3.2743"
"5181","CHOYP_AADAT.1.1.m.12672.459","CHOYP_ALF.3.3.m.66837.397"
"5182","CHOYP_1433G.2.2.m.63450.602","CHOYP_G6PD.2.2.m.46923.621"
"5183","CHOYP_G6PD.2.2.m.46923.2699","CHOYP_G6PD.2.2.m.46923.622"
"5184","CHOYP_1433G.2.2.m.63450.603","CHOYP_G6PD.2.2.m.46923.623"
"5185","CHOYP_1433G.2.2.m.63450.604","CHOYP_G6PD.2.2.m.46923.2.540"
"5186","CHOYP_FYN.1.1.m.44312.619","CHOYP_G6PD.2.2.m.46923.624"
"5187","CHOYP_1433G.2.2.m.63450.605","CHOYP_G6PD.2.2.m.46923.1.458"
"5188","CHOYP_1433G.2.2.m.63450.606","CHOYP_G6PD.2.2.m.46923.3.2744"
"5189","CHOYP_G6PD.2.2.m.46923.2700","CHOYP_FYN.1.1.m.44312.423"
"5190","CHOYP_FUT8.1.1.m.9231.440","CHOYP_G6PD.2.2.m.46923.625"
"5191","CHOYP_ALF.3.3.m.66837.361","CHOYP_G6PD.2.2.m.46923.2.541"
"5192","CHOYP_FUT8.1.1.m.9231.441","CHOYP_G6PD.2.2.m.46923.2.542"
"5193","CHOYP_G6PD.2.2.m.46923.2701","CHOYP_G6PD.2.2.m.46923.3.2745"
"5194","CHOYP_1433G.2.2.m.63450.607","CHOYP_ALF.3.3.m.66837.398"
"5195","CHOYP_FYN.1.1.m.44312.620","CHOYP_FYN.1.1.m.44312.424"
"5196","CHOYP_1433G.2.2.m.63450.608","CHOYP_G6PD.2.2.m.46923.3.2746"
"5197","CHOYP_1433G.2.2.m.63450.609","CHOYP_G6PD.2.2.m.46923.1.459"
"5198","CHOYP_G6PD.2.2.m.46923.2702","CHOYP_G6PD.2.2.m.46923.1.460"
"5199","CHOYP_1433G.2.2.m.63450.610","CHOYP_FYN.1.1.m.44312.425"
"5200","CHOYP_AADAT.1.1.m.12672.460","CHOYP_G6PD.2.2.m.46923.626"
"5201","CHOYP_FYN.1.1.m.44312.621","CHOYP_G6PD.2.2.m.46923.627"
"5202","CHOYP_FYN.1.1.m.44312.622","CHOYP_G6PD.2.2.m.46923.628"
"5203","CHOYP_ALF.3.3.m.66837.362","CHOYP_G6PD.2.2.m.46923.1.461"
"5204","CHOYP_1433G.2.2.m.63450.611","CHOYP_G6PD.2.2.m.46923.629"
"5205","CHOYP_FUT8.1.1.m.9231.442","CHOYP_G6PD.2.2.m.46923.1.462"
"5206","CHOYP_AADAT.1.1.m.12672.461","CHOYP_G6PD.2.2.m.46923.3.2747"
"5207","CHOYP_ALF.3.3.m.66837.363","CHOYP_G6PD.2.2.m.46923.630"
"5208","CHOYP_G6PD.2.2.m.46923.2703","CHOYP_G6PD.2.2.m.46923.3.2748"
"5209","CHOYP_G6PD.2.2.m.46923.2704","CHOYP_G6PD.2.2.m.46923.1.463"
"5210","CHOYP_FYN.1.1.m.44312.623","CHOYP_G6PD.2.2.m.46923.1.464"
"5211","CHOYP_AADAT.1.1.m.12672.462","CHOYP_G6PD.2.2.m.46923.631"
"5212","CHOYP_G6PD.2.2.m.46923.2705","CHOYP_FYN.1.1.m.44312.426"
"5213","CHOYP_1433G.2.2.m.63450.612","CHOYP_G6PD.2.2.m.46923.3.2749"
"5214","CHOYP_AADAT.1.1.m.12672.463","CHOYP_ALF.3.3.m.66837.399"
"5215","CHOYP_AADAT.1.1.m.12672.464","CHOYP_FYN.1.1.m.44312.427"
"5216","CHOYP_1433G.2.2.m.63450.613","CHOYP_G6PD.2.2.m.46923.1.465"
"5217","CHOYP_G6PD.2.2.m.46923.2706","CHOYP_G6PD.2.2.m.46923.1.466"
"5218","CHOYP_G6PD.2.2.m.46923.2707","CHOYP_ALF.3.3.m.66837.400"
"5219","CHOYP_1433G.2.2.m.63450.614","CHOYP_G6PD.2.2.m.46923.632"
"5220","CHOYP_AADAT.1.1.m.12672.465","CHOYP_G6PD.2.2.m.46923.633"
"5221","CHOYP_ALF.3.3.m.66837.364","CHOYP_G6PD.2.2.m.46923.634"
"5222","CHOYP_ALF.3.3.m.66837.365","CHOYP_G6PD.2.2.m.46923.1.467"
"5223","CHOYP_1433G.2.2.m.63450.615","CHOYP_ALF.3.3.m.66837.401"
"5224","CHOYP_1433G.2.2.m.63450.616","CHOYP_G6PD.2.2.m.46923.635"
"5225","CHOYP_1433G.2.2.m.63450.617","CHOYP_ALF.3.3.m.66837.402"
"5226","CHOYP_G6PD.2.2.m.46923.2708","CHOYP_ALF.3.3.m.66837.403"
"5227","CHOYP_AADAT.1.1.m.12672.466","CHOYP_ALF.3.3.m.66837.404"
"5228","CHOYP_1433G.2.2.m.63450.618","CHOYP_G6PD.2.2.m.46923.1.468"
"5229","CHOYP_1433G.2.2.m.63450.619","CHOYP_G6PD.2.2.m.46923.636"
"5230","CHOYP_1433G.2.2.m.63450.620","CHOYP_G6PD.2.2.m.46923.637"
"5231","CHOYP_AADAT.1.1.m.12672.467","CHOYP_ALF.3.3.m.66837.405"
"5232","CHOYP_FYN.1.1.m.44312.624","CHOYP_ALF.3.3.m.66837.406"
"5233","CHOYP_FYN.1.1.m.44312.625","CHOYP_G6PD.2.2.m.46923.638"
"5234","CHOYP_1433G.2.2.m.63450.621","CHOYP_FYN.1.1.m.44312.428"
"5235","CHOYP_AADAT.1.1.m.12672.468","CHOYP_G6PD.2.2.m.46923.1.469"
"5236","CHOYP_ALF.3.3.m.66837.366","CHOYP_FYN.1.1.m.44312.429"
"5237","CHOYP_AADAT.1.1.m.12672.469","CHOYP_G6PD.2.2.m.46923.1.470"
"5238","CHOYP_1433G.2.2.m.63450.622","CHOYP_G6PD.2.2.m.46923.639"
"5239","CHOYP_FUT8.1.1.m.9231.443","CHOYP_G6PD.2.2.m.46923.3.2750"
"5240","CHOYP_1433G.2.2.m.63450.623","CHOYP_G6PD.2.2.m.46923.2.543"
"5241","CHOYP_G6PD.2.2.m.46923.2709","CHOYP_G6PD.2.2.m.46923.1.471"
"5242","CHOYP_1433G.2.2.m.63450.624","CHOYP_G6PD.2.2.m.46923.640"
"5243","CHOYP_FUT8.1.1.m.9231.444","CHOYP_G6PD.2.2.m.46923.1.472"
"5244","CHOYP_G6PD.2.2.m.46923.2710","CHOYP_G6PD.2.2.m.46923.1.473"
"5245","CHOYP_1433G.2.2.m.63450.625","CHOYP_G6PD.2.2.m.46923.641"
"5246","CHOYP_ALF.3.3.m.66837.367","CHOYP_G6PD.2.2.m.46923.642"
"5247","CHOYP_ALF.3.3.m.66837.368","CHOYP_G6PD.2.2.m.46923.643"
"5248","CHOYP_1433G.2.2.m.63450.626","CHOYP_G6PD.2.2.m.46923.3.2751"
"5249","CHOYP_FUT8.1.1.m.9231.445","CHOYP_G6PD.2.2.m.46923.2.544"
"5250","CHOYP_1433G.2.2.m.63450.627","CHOYP_ALF.3.3.m.66837.407"
"5251","CHOYP_AADAT.1.1.m.12672.470","CHOYP_G6PD.2.2.m.46923.644"
"5252","CHOYP_1433G.2.2.m.63450.628","CHOYP_G6PD.2.2.m.46923.645"
"5253","CHOYP_FUT8.1.1.m.9231.446","CHOYP_G6PD.2.2.m.46923.2.545"
"5254","CHOYP_FUT8.1.1.m.9231.447","CHOYP_G6PD.2.2.m.46923.3.2752"
"5255","CHOYP_ALF.3.3.m.66837.369","CHOYP_G6PD.2.2.m.46923.3.2753"
"5256","CHOYP_1433G.2.2.m.63450.629","CHOYP_FYN.1.1.m.44312.430"
"5257","CHOYP_AADAT.1.1.m.12672.471","CHOYP_G6PD.2.2.m.46923.2.546"
"5258","CHOYP_AADAT.1.1.m.12672.472","CHOYP_FYN.1.1.m.44312.431"
"5259","CHOYP_1433G.2.2.m.63450.630","CHOYP_FYN.1.1.m.44312.432"
"5260","CHOYP_FYN.1.1.m.44312.626","CHOYP_G6PD.2.2.m.46923.1.474"
"5261","CHOYP_1433G.2.2.m.63450.631","CHOYP_FYN.1.1.m.44312.433"
"5262","CHOYP_AADAT.1.1.m.12672.473","CHOYP_G6PD.2.2.m.46923.3.2754"
"5263","CHOYP_ALF.3.3.m.66837.370","CHOYP_G6PD.2.2.m.46923.646"
"5264","CHOYP_1433G.2.2.m.63450.632","CHOYP_G6PD.2.2.m.46923.1.475"
"5265","CHOYP_AADAT.1.1.m.12672.474","CHOYP_G6PD.2.2.m.46923.3.2755"
"5266","CHOYP_AADAT.1.1.m.12672.475","CHOYP_FYN.1.1.m.44312.434"
"5267","CHOYP_1433G.2.2.m.63450.633","CHOYP_G6PD.2.2.m.46923.1.476"
"5268","CHOYP_G6PD.2.2.m.46923.2711","CHOYP_G6PD.2.2.m.46923.1.477"
"5269","CHOYP_AADAT.1.1.m.12672.476","CHOYP_G6PD.2.2.m.46923.647"
"5270","CHOYP_FUT8.1.1.m.9231.448","CHOYP_G6PD.2.2.m.46923.648"
"5271","CHOYP_1433G.2.2.m.63450.634","CHOYP_G6PD.2.2.m.46923.3.2756"
"5272","CHOYP_1433G.2.2.m.63450.635","CHOYP_ALF.3.3.m.66837.408"
"5273","CHOYP_FYN.1.1.m.44312.627","CHOYP_G6PD.2.2.m.46923.1.478"
"5274","CHOYP_AADAT.1.1.m.12672.477","CHOYP_G6PD.2.2.m.46923.649"
"5275","CHOYP_G6PD.2.2.m.46923.2712","CHOYP_G6PD.2.2.m.46923.650"
"5276","CHOYP_FUT8.1.1.m.9231.449","CHOYP_G6PD.2.2.m.46923.651"
"5277","CHOYP_1433G.2.2.m.63450.636","CHOYP_G6PD.2.2.m.46923.1.479"
"5278","CHOYP_1433G.2.2.m.63450.637","CHOYP_G6PD.2.2.m.46923.652"
"5279","CHOYP_1433G.2.2.m.63450.638","CHOYP_G6PD.2.2.m.46923.653"
"5280","CHOYP_1433G.2.2.m.63450.639","CHOYP_G6PD.2.2.m.46923.2.547"
"5281","CHOYP_1433G.2.2.m.63450.640","CHOYP_G6PD.2.2.m.46923.654"
"5282","CHOYP_FYN.1.1.m.44312.628","CHOYP_G6PD.2.2.m.46923.655"
"5283","CHOYP_FYN.1.1.m.44312.629","CHOYP_G6PD.2.2.m.46923.1.480"
"5284","CHOYP_AADAT.1.1.m.12672.478","CHOYP_G6PD.2.2.m.46923.656"
"5285","CHOYP_G6PD.2.2.m.46923.2713","CHOYP_ALF.3.3.m.66837.409"
"5286","CHOYP_1433G.2.2.m.63450.641","CHOYP_G6PD.2.2.m.46923.3.2757"
"5287","CHOYP_FYN.1.1.m.44312.630","CHOYP_G6PD.2.2.m.46923.1.481"
"5288","CHOYP_ALF.3.3.m.66837.371","CHOYP_G6PD.2.2.m.46923.1.482"
"5289","CHOYP_ALF.3.3.m.66837.372","CHOYP_G6PD.2.2.m.46923.657"
"5290","CHOYP_FUT8.1.1.m.9231.450","CHOYP_ALF.3.3.m.66837.410"
"5291","CHOYP_G6PD.2.2.m.46923.2714","CHOYP_G6PD.2.2.m.46923.2.548"
"5292","CHOYP_AADAT.1.1.m.12672.479","CHOYP_ALF.3.3.m.66837.411"
"5293","CHOYP_FYN.1.1.m.44312.631","CHOYP_G6PD.2.2.m.46923.3.2758"
"5294","CHOYP_G6PD.2.2.m.46923.2715","CHOYP_G6PD.2.2.m.46923.1.483"
"5295","CHOYP_ALF.3.3.m.66837.373","CHOYP_ALF.3.3.m.66837.412"
"5296","CHOYP_1433G.2.2.m.63450.642","CHOYP_G6PD.2.2.m.46923.658"
"5297","CHOYP_ALF.3.3.m.66837.374","CHOYP_G6PD.2.2.m.46923.1.484"
"5298","CHOYP_1433G.2.2.m.63450.643","CHOYP_G6PD.2.2.m.46923.3.2759"
"5299","CHOYP_1433G.2.2.m.63450.644","CHOYP_ALF.3.3.m.66837.413"
"5300","CHOYP_AADAT.1.1.m.12672.480","CHOYP_G6PD.2.2.m.46923.659"
"5301","CHOYP_FYN.1.1.m.44312.632","CHOYP_G6PD.2.2.m.46923.660"
"5302","CHOYP_G6PD.2.2.m.46923.2716","CHOYP_G6PD.2.2.m.46923.3.2760"
"5303","CHOYP_ALF.3.3.m.66837.375","CHOYP_G6PD.2.2.m.46923.1.485"
"5304","CHOYP_1433G.2.2.m.63450.645","CHOYP_G6PD.2.2.m.46923.2.549"
"5305","CHOYP_AADAT.1.1.m.12672.481","CHOYP_ALF.3.3.m.66837.414"
"5306","CHOYP_G6PD.2.2.m.46923.2717","CHOYP_G6PD.2.2.m.46923.1.486"
"5307","CHOYP_AADAT.1.1.m.12672.482","CHOYP_G6PD.2.2.m.46923.3.2761"
"5308","CHOYP_FUT8.1.1.m.9231.451","CHOYP_G6PD.2.2.m.46923.1.487"
"5309","CHOYP_AADAT.1.1.m.12672.483","CHOYP_G6PD.2.2.m.46923.2.550"
"5310","CHOYP_1433G.2.2.m.63450.646","CHOYP_G6PD.2.2.m.46923.661"
"5311","CHOYP_1433G.2.2.m.63450.647","CHOYP_G6PD.2.2.m.46923.662"
"5312","CHOYP_AADAT.1.1.m.12672.484","CHOYP_G6PD.2.2.m.46923.663"
"5313","CHOYP_1433G.2.2.m.63450.648","CHOYP_G6PD.2.2.m.46923.664"
"5314","CHOYP_ALF.3.3.m.66837.376","CHOYP_G6PD.2.2.m.46923.3.2762"
"5315","CHOYP_1433G.2.2.m.63450.649","CHOYP_ALF.3.3.m.66837.415"
"5316","CHOYP_ALF.3.3.m.66837.377","CHOYP_ALF.3.3.m.66837.416"
"5317","CHOYP_AADAT.1.1.m.12672.485","CHOYP_G6PD.2.2.m.46923.1.488"
"5318","CHOYP_1433G.2.2.m.63450.650","CHOYP_G6PD.2.2.m.46923.1.489"
"5319","CHOYP_ALF.3.3.m.66837.378","CHOYP_G6PD.2.2.m.46923.1.490"
"5320","CHOYP_AADAT.1.1.m.12672.486","CHOYP_G6PD.2.2.m.46923.1.491"
"5321","CHOYP_FUT8.1.1.m.9231.452","CHOYP_G6PD.2.2.m.46923.2.551"
"5322","CHOYP_AADAT.1.1.m.12672.487","CHOYP_G6PD.2.2.m.46923.665"
"5323","CHOYP_FUT8.1.1.m.9231.453","CHOYP_ALF.3.3.m.66837.417"
"5324","CHOYP_AADAT.1.1.m.12672.488","CHOYP_ALF.3.3.m.66837.418"
"5325","CHOYP_ALF.3.3.m.66837.379","CHOYP_G6PD.2.2.m.46923.3.2763"
"5326","CHOYP_FUT8.1.1.m.9231.454","CHOYP_FYN.1.1.m.44312.435"
"5327","CHOYP_1433G.2.2.m.63450.651","CHOYP_G6PD.2.2.m.46923.3.2764"
"5328","CHOYP_1433G.2.2.m.63450.652","CHOYP_G6PD.2.2.m.46923.3.2765"
"5329","CHOYP_1433G.2.2.m.63450.653","CHOYP_G6PD.2.2.m.46923.666"
"5330","CHOYP_1433G.2.2.m.63450.654","CHOYP_FYN.1.1.m.44312.436"
"5331","CHOYP_G6PD.2.2.m.46923.2718","CHOYP_FYN.1.1.m.44312.437"
"5332","CHOYP_1433G.2.2.m.63450.655","CHOYP_G6PD.2.2.m.46923.1.492"
"5333","CHOYP_1433G.2.2.m.63450.656","CHOYP_ALF.3.3.m.66837.419"
